iter	MultiClass
200	0.2050556571
201	0.2050550979
202	0.2050545975
203	0.2044531326
204	0.2026209766
205	0.2026205195
206	0.199645759
207	0.1996449561
208	0.1996442378
209	0.1985331863
210	0.1980100712
211	0.1980095073
212	0.1972997785
213	0.1972996168
214	0.1972994728
215	0.1970472193
216	0.1962599064
217	0.195112127
218	0.1951121251
219	0.1946844307
220	0.1946843977
221	0.1942848274
222	0.1942848011
223	0.1929067506
224	0.1914756048
225	0.1914753679
226	0.1901459031
227	0.1901457108
228	0.1886839174
229	0.1886837963
230	0.1886836889
231	0.1869605747
232	0.1869604063
233	0.1869154442
234	0.1860142689
235	0.1850177467
236	0.1835441246
237	0.1835433998
238	0.1831017303
239	0.1831010479
240	0.1826598143
241	0.1826595261
242	0.1817722905
243	0.1788730621
244	0.1777526254
245	0.1771541813
246	0.1765680212
247	0.1765678808
248	0.1760476159
249	0.1755729095
250	0.1740852472
251	0.1728224857
252	0.1717766334
253	0.1712145423
254	0.1712141389
255	0.1712137874
256	0.171213481
257	0.171213214
258	0.1709371904
259	0.170936925
260	0.1704897868
261	0.1703364875
262	0.1703362871
263	0.1693583943
264	0.1693582314
265	0.1689167842
266	0.1689167217
267	0.1689166649
268	0.1689166131
269	0.168916566
270	0.1689165231
271	0.1689164839
272	0.1689164482
273	0.1689164156
274	0.1665333378
275	0.1643286558
276	0.1643284938
277	0.1635107666
278	0.1623502362
279	0.1623499538
280	0.1623496991
281	0.1612341488
282	0.1598378245
283	0.1598373941
284	0.1598370058
285	0.1598366553
286	0.1588055195
287	0.1584949884
288	0.1584945318
289	0.1578267929
290	0.1568957243
291	0.1563318679
292	0.1543850987
293	0.1540100629
294	0.1540096195
295	0.1534178385
296	0.1534173824
297	0.1534169644
298	0.1534165811
299	0.1533870649
300	0.1533867796
301	0.153386517
302	0.1532848779
303	0.151697662
304	0.1516974145
305	0.1509675485
306	0.1509674234
307	0.1509673083
308	0.1501574981
309	0.1497039417
310	0.1495385191
311	0.1495382732
312	0.1492424229
313	0.1492420594
314	0.149241737
315	0.1492414511
316	0.1492411972
317	0.1486804907
318	0.1485714297
319	0.1477288306
320	0.1477286822
321	0.1468147316
322	0.1465212075
323	0.1464394947
324	0.1460831805
325	0.1455968392
326	0.1448465023
327	0.144846416
328	0.1439666666
329	0.1439665257
330	0.1433098365
331	0.1428851763
332	0.1428850114
333	0.1428848657
334	0.1428847368
335	0.1422838223
336	0.1422834945
337	0.1412864697
338	0.1407402895
339	0.1407398985
340	0.1407395564
341	0.1404300448
342	0.1404295355
343	0.14042909
344	0.1401961073
345	0.1401956639
346	0.1399027821
347	0.139603114
348	0.1392820612
349	0.1392815401
350	0.1386498134
351	0.1372160092
352	0.1369709476
353	0.1369705188
354	0.1363632412
355	0.1363628874
356	0.1360393905
357	0.1357972293
358	0.1357967323
359	0.1353738436
360	0.1351008989
361	0.1351004869
362	0.1351001266
363	0.1344351935
364	0.1344350169
365	0.1344348612
366	0.1337459709
367	0.1337457541
368	0.1337455643
369	0.1337453981
370	0.1331944369
371	0.1317828788
372	0.1317824434
373	0.131490697
374	0.1314903508
375	0.1314900481
376	0.1314897835
377	0.1309891344
378	0.1309890818
379	0.1309890359
380	0.1304510888
381	0.1301377197
382	0.1300821052
383	0.1300821041
384	0.1295927722
385	0.1284544941
386	0.1283604965
387	0.1283604493
388	0.1283604052
389	0.1280757426
390	0.1278933376
391	0.1278932273
392	0.1276421092
393	0.1273596218
394	0.1269586457
395	0.1267144089
396	0.1262973584
397	0.1262971413
398	0.1261896049
399	0.1261895194
400	0.1261894436
401	0.1260164877
402	0.1260164092
403	0.1250164555
404	0.125016339
405	0.1250162361
406	0.1250161453
407	0.1248972212
408	0.1248971502
409	0.1245499331
410	0.1243405876
411	0.1236598873
412	0.1233761973
413	0.1231206959
414	0.1229018933
415	0.121879118
416	0.1214834532
417	0.121483168
418	0.1212721774
419	0.1210238074
420	0.1206602114
421	0.1204962408
422	0.120496199
423	0.1202098456
424	0.1202097898
425	0.1199792793
426	0.1199791904
427	0.1197361777
428	0.119736096
429	0.1194963158
430	0.1192806205
431	0.1191223639
432	0.1188314398
433	0.118831365
434	0.1188312954
435	0.1188312305
436	0.11883117
437	0.1188311135
438	0.1186439222
439	0.1186438712
440	0.118506524
441	0.1185064761
442	0.1177220602
443	0.1170358736
444	0.1165359095
445	0.1158863403
446	0.1157463344
447	0.115737785
448	0.1155285078
449	0.1155284939
450	0.115528481
451	0.1149404859
452	0.1147314842
453	0.1147314193
454	0.1147313608
455	0.1145608075
456	0.1144320534
457	0.1138905249
458	0.1138903185
459	0.1138901369
460	0.1137225053
461	0.1135902069
462	0.1133174747
463	0.1131885946
464	0.1129320122
465	0.111934183
466	0.1111287324
467	0.1103806786
468	0.1102081622
469	0.1100381524
470	0.1100377962
471	0.1100374839
472	0.1099259986
473	0.1098271615
474	0.1095281749
475	0.1093396599
476	0.1091816241
477	0.1091815063
478	0.1085922522
479	0.108509913
480	0.1085098045
481	0.1084819102
482	0.1083344858
483	0.107559608
484	0.1074525872
485	0.107040786
486	0.1067686124
487	0.1066789371
488	0.1066786105
489	0.1066783226
490	0.106615814
491	0.1066154827
492	0.1064367049
493	0.1063009054
494	0.1062088351
495	0.106208484
496	0.1052488456
497	0.1052485585
498	0.1050931469
499	0.105092997
500	0.1048553937
501	0.1048232465
502	0.1048229326
503	0.104822656
504	0.1048224121
505	0.1042702435
506	0.1040403431
507	0.104039777
508	0.1035699318
509	0.102811507
510	0.102564695
511	0.1025641185
512	0.102437573
513	0.102068441
514	0.1016941381
515	0.1016937854
516	0.1013141337
517	0.1011943306
518	0.1011829177
519	0.1010692058
520	0.1009326407
521	0.1009319962
522	0.1009314257
523	0.100095392
524	0.1000214562
525	0.1000210316
526	0.09986530628
527	0.0998649676
528	0.09986466673
529	0.09986439921
530	0.09972407657
531	0.09961329239
532	0.09952968491
533	0.09939219564
534	0.09926760823
535	0.09903659609
536	0.09903655772
537	0.09903652245
538	0.09882796032
539	0.09878861776
540	0.09860092579
541	0.09860091221
542	0.09824792355
543	0.09807515942
544	0.09807514982
545	0.09755996548
546	0.09712673608
547	0.09712669805
548	0.09712666398
549	0.09709392823
550	0.09709389698
551	0.09709386919
552	0.09667193328
553	0.09653580735
554	0.09640063438
555	0.09640054047
556	0.09629829022
557	0.09619928776
558	0.09619920799
559	0.0958028869
560	0.09574287437
561	0.09570907245
562	0.09528631676
563	0.09528622462
564	0.09528614367
565	0.09528607256
566	0.09525790214
567	0.09503777442
568	0.09462479614
569	0.09462479582
570	0.09450963446
571	0.09443541201
572	0.09443540057
573	0.09443539051
574	0.09443538167
575	0.09441760179
576	0.09430363701
577	0.09414281489
578	0.09414279126
579	0.0941427705
580	0.0940390407
581	0.09403900911
582	0.09395344163
583	0.09395342703
584	0.09357247181
585	0.09357240486
586	0.09347252948
587	0.09347245171
588	0.0934723833
589	0.09305929224
590	0.09283388817
591	0.09264550926
592	0.09233487093
593	0.09215079577
594	0.09213859322
595	0.09205826083
596	0.09205811406
597	0.09205798501
598	0.09196392158
599	0.09187773487
600	0.09161820748
601	0.09150954263
602	0.09109188414
603	0.09045124587
604	0.09045117307
605	0.0904511088
606	0.090176201
607	0.09017619461
608	0.09017618866
609	0.09017618312
610	0.08981077119
611	0.08967262502
612	0.08960699354
613	0.08943722536
614	0.08943716866
615	0.0893304317
616	0.08933029232
617	0.08933016809
618	0.08933005728
619	0.08932995831
620	0.08921852709
621	0.08920276804
622	0.08913400492
623	0.08912020321
624	0.08877139394
625	0.08867063318
626	0.08867044874
627	0.08867028408
628	0.08867013693
629	0.08867000527
630	0.08860653176
631	0.08855419687
632	0.08847048689
633	0.0883987165
634	0.08839862988
635	0.0881663372
636	0.08810883888
637	0.08779230096
638	0.08757225364
639	0.0875720638
640	0.0875718942
641	0.08757174252
642	0.08702705339
643	0.08680813958
644	0.08661056312
645	0.08661025434
646	0.08645657971
647	0.0864020651
648	0.08640183305
649	0.08640162725
650	0.08640144463
651	0.08616067799
652	0.08616055767
653	0.0861604503
654	0.08591512869
655	0.08591509386
656	0.08591506219
657	0.08591503332
658	0.08591500697
659	0.08561776056
660	0.08561774384
661	0.08556612161
662	0.08551785642
663	0.08551779908
664	0.0851382247
665	0.08513791266
666	0.08513763548
667	0.0849518903
668	0.08474181528
669	0.08424428279
670	0.08424414484
671	0.08424402136
672	0.08424391072
673	0.08424207236
674	0.08424197132
675	0.08424188048
676	0.0842417987
677	0.08424172497
678	0.08410855405
679	0.08401048344
680	0.08396696756
681	0.0839669222
682	0.08396688072
683	0.08388033638
684	0.08383156196
685	0.08383152594
686	0.08374360566
687	0.08374355686
688	0.08350491451
689	0.0835048873
690	0.0833001469
691	0.0829665338
692	0.08293528238
693	0.08293526063
694	0.08278450203
695	0.08269871326
696	0.08269863467
697	0.08260310159
698	0.08233722131
699	0.08233692856
700	0.08161359444
701	0.08137124074
702	0.08137084819
703	0.08132531546
704	0.08106665747
705	0.08106651875
706	0.08106639318
707	0.08097311979
708	0.08097303855
709	0.08097296406
710	0.08097289562
711	0.08097283263
712	0.08097277452
713	0.08096310988
714	0.08087893392
715	0.08087890152
716	0.08083851066
717	0.08083848889
718	0.08083846793
719	0.08080028492
720	0.08074815666
721	0.08070478452
722	0.08070473992
723	0.08070469852
724	0.08062997337
725	0.08058881622
726	0.0804160307
727	0.08041600519
728	0.08041598062
729	0.08027765581
730	0.08024772365
731	0.0801547681
732	0.08011855109
733	0.08011851508
734	0.08011848059
735	0.07964517697
736	0.07964514285
737	0.07964511003
738	0.07956404696
739	0.07956401756
740	0.07949471116
741	0.07945588055
742	0.07945586016
743	0.07945584054
744	0.07945582166
745	0.07940111928
746	0.07937023477
747	0.07937021469
748	0.07937019555
749	0.07934298718
750	0.07934296429
751	0.07934294298
752	0.07934292312
753	0.07934290456
754	0.0793428872
755	0.07934287092
756	0.07932028105
757	0.07895298681
758	0.07889853149
759	0.07879510635
760	0.0787950909
761	0.07864833853
762	0.07864316954
763	0.0786431579
764	0.07860287133
765	0.0786028664
766	0.07860286182
767	0.07857966832
768	0.07857966634
769	0.07854032378
770	0.07854032194
771	0.0784369609
772	0.0784369248
773	0.07839835303
774	0.07839658844
775	0.07837563818
776	0.0783183993
777	0.07822698578
778	0.07822693443
779	0.07820945706
780	0.07806804584
781	0.0780612356
782	0.07806107455
783	0.07719894856
784	0.07686050113
785	0.07686000232
786	0.07685956221
787	0.07682675132
788	0.07679585625
789	0.07679570603
790	0.07679557328
791	0.07679545597
792	0.07679535226
793	0.07673506067
794	0.07673499804
795	0.07673494247
796	0.07673489314
797	0.07666722449
798	0.07666711186
799	0.07663915239
800	0.07663902106
801	0.07652816391
802	0.07652810644
803	0.07652805511
804	0.07652800923
805	0.07640588683
806	0.07640573825
807	0.07631308299
808	0.07631287971
809	0.07631269976
810	0.07631254038
811	0.07631239918
812	0.0762437221
813	0.0762422609
814	0.07624215049
815	0.07624205255
816	0.07606984308
817	0.07603001733
818	0.07602993907
819	0.07602986904
820	0.07602980632
821	0.07602975006
822	0.07600301859
823	0.0760029438
824	0.07594016618
825	0.07588616581
826	0.07558869043
827	0.07558851553
828	0.0748524378
829	0.07485222521
830	0.07485203644
831	0.07482750614
832	0.07482729513
833	0.07482710747
834	0.07482694047
835	0.07480822644
836	0.07480807796
837	0.07476049454
838	0.0743549005
839	0.07435474338
840	0.07435460353
841	0.07430928109
842	0.07429158523
843	0.07429150042
844	0.07429142489
845	0.07426810337
846	0.07426801136
847	0.07426792939
848	0.07425070889
849	0.07424219627
850	0.07422603974
851	0.0742259702
852	0.07416275512
853	0.07390117297
854	0.07381661237
855	0.07381659446
856	0.07375342239
857	0.07369294545
858	0.07365986855
859	0.07347668171
860	0.07338729478
861	0.07338696211
862	0.0731637118
863	0.07278293378
864	0.07277643697
865	0.07244478624
866	0.07242947981
867	0.07232002607
868	0.07231354038
869	0.07231317814
870	0.07225256416
871	0.0721917106
872	0.07210666559
873	0.072106247
874	0.07206615711
875	0.07206576954
876	0.0720654258
877	0.07206512079
878	0.07193124455
879	0.07193110306
880	0.07193097657
881	0.071893509
882	0.07189338652
883	0.07189327685
884	0.07189317856
885	0.07171114824
886	0.07171098376
887	0.07171083712
888	0.07166250246
889	0.07166240618
890	0.0716073768
891	0.07152648144
892	0.07140497638
893	0.07140491436
894	0.07138052705
895	0.07135948052
896	0.07110160753
897	0.07107895468
898	0.07093439834
899	0.07076378006
900	0.07076362764
901	0.07071884364
902	0.07068052652
903	0.07068038399
904	0.07068025624
905	0.0706801416
906	0.07066002146
907	0.07065989226
908	0.07065977628
909	0.07065967202
910	0.07065957818
911	0.0706594936
912	0.07057955637
913	0.07057946822
914	0.07057938867
915	0.07052660131
916	0.07052645972
917	0.07038623009
918	0.07038609129
919	0.07000559254
920	0.07000548724
921	0.07000539243
922	0.06996492624
923	0.06975055623
924	0.0696662201
925	0.06964346726
926	0.06959475973
927	0.06898187054
928	0.06898136161
929	0.06895112456
930	0.06886348929
931	0.06875501386
932	0.0687420301
933	0.06874171736
934	0.06859146048
935	0.06835309117
936	0.06835253161
937	0.06757674004
938	0.06757604354
939	0.06736029857
940	0.06731649356
941	0.06711229934
942	0.06711148861
943	0.06708290067
944	0.06708237337
945	0.06705166113
946	0.06702520973
947	0.06701328116
948	0.06701304464
949	0.06701283033
950	0.0670126358
951	0.06701245891
952	0.06698652473
953	0.06690465337
954	0.06690447541
955	0.06690431288
956	0.06649711294
957	0.06642926832
958	0.06640748824
959	0.06638176741
960	0.06638157817
961	0.06633792958
962	0.06633767341
963	0.06633744254
964	0.06593327574
965	0.06588752559
966	0.06588724397
967	0.06588699109
968	0.06586235038
969	0.06586220335
970	0.06586206976
971	0.06579605153
972	0.06573586843
973	0.0657358041
974	0.06573574425
975	0.06573568846
976	0.06568953539
977	0.06568948244
978	0.06566327634
979	0.06561339468
980	0.06554932149
981	0.06540214891
982	0.0654021061
983	0.06536641753
984	0.06536638782
985	0.06535108154
986	0.06535104662
987	0.06535101312
988	0.06535098097
989	0.06533524812
990	0.06532549749
991	0.06495452464
992	0.06495442534
993	0.06486710655
994	0.06476379702
995	0.06473936106
996	0.06463186407
997	0.06463183911
998	0.06445568873
999	0.06443258822
